Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,First_Urine_Day,Dirt_Fecal,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,Creatinine_Result,CV,Status
648,6405,16-Jul-14,Alysse,10:14:00 AM,Sidony,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.911,1,ok
494,5835,26-Oct-13,Paige,4:55:00 AM,Milo,TRUE,TRUE,1.030,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
495,5835,26-Oct-13,Paige,1:30:00 PM,Milo,FALSE,FALSE,,,,independent immature (older juvs),,,
496,5839,27-Oct-13,Idun,11:29:00 AM,Ted,FALSE,FALSE,1.067,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,1.116,3.2,ok
497,5842,28-Oct-13,Abuk,4:50:00 AM,Milo,TRUE,TRUE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.494,1.1,ok
498,N/A,30-Oct-13,Paige,5:20:00 AM,Ekko,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.983,0.7,ok
499,5850,30-Oct-13,Paige,6:15:00 AM,Cinta,TRUE,FALSE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.697,8.7,ok
500,5856,01-Nov-13,Abuk,7:59:00 AM,Kondor,FALSE,TRUE,1.062,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.458,2.1,ok
485,5789,04-Oct-13,Anna,7:16:00 AM,Juni,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.094,1.5,ok
486,5796,07-Oct-13,Abuk,4:52:00 AM,Juni,TRUE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.4478328173,2.59085097842291,ok
487,5801,09-Oct-13,Idun,4:54:00 AM,Rex,TRUE,TRUE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.2251,2.4508,rerun
488,5808,11-Oct-13,Abuk,11:43:00 AM,Unknown flanged male,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,2.107,0.5,ok
489,5809,12-Oct-13,Paige,1:19:00 PM,Ekko,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
490,5811,14-Oct-13,Paige,7:33:00 AM,Ekko,FALSE,TRUE,1.061,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.9632716049,3.489088251,ok
491,5812,15-Oct-13,Paige,7:44:00 AM,Ekko,FALSE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.2859,5.1506,rerun
492,5817,19-Oct-13,Pak Rahmad,12:36:00 PM,Inul,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.314,1.9,ok
493,5821,21-Oct-13,Idun,5:16:00 AM,Dayak,TRUE,FALSE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.585,1.8,ok
473,5740,12-Sep-13,Abuk,5:28:00 AM,Sidony,TRUE,FALSE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.945205479,12.12538741,
474,5742,13-Sep-13,Paige,5:18:00 AM,Sidony,TRUE,TRUE,1.056,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.656428571428571,5.632232468,ok
475,5746,14-Sep-13,Abuk,5:48:00 AM,Chaz,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.750,3.9,ok
476,5747,15-Sep-13,Idun,9:28:00 AM,Sidony,FALSE,FALSE,1.002,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.615857142857143,7.905949166,ok
477,5750,16-Sep-13,Abuk,5:56:00 AM,Sidony,TRUE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
478,5753,18-Sep-13,Idun,5:31:00 AM,Sidony,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.740,2.5,ok
479,5755,19-Sep-13,Abuk,5:35:00 AM,Sidony,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.6088571429,9.158210775,ok
480,5756,19-Sep-13,Idun,9:13:00 AM,Unknown flanged male,FALSE,FALSE,1.050,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
481,5758,20-Sep-13,Paige,5:24:00 AM,Sidony,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.693,3.6,ok
482,5770,26-Sep-13,Idun,5:24:00 AM,Gismo,TRUE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.8327,2.7162,rerun
483,5777,29-Sep-13,Abuk,4:52:00 AM,Juni,TRUE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.1,0.5,ok
584,6233,16-May-14,Paige,4:55:00 AM,Juni,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.217,4.6,ok
501,5861,03-Nov-13,Idun,6:04:00 AM,Vini,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,1.519,8.4,ok
517,5988,11-Jan-14,Abuk,5:26:00 AM,Jinak,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.212,2.1,ok
518,6000,16-Jan-14,Idun,1:43:00 PM,Kondor,FALSE,FALSE,1.056,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.073,5.1,ok
519,6004,12-Jan-14,Anna,9:03:00 AM,Kondor,FALSE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.152,6.3,ok
520,6009,20-Jan-14,Idun,5:45:00 AM,Niko,TRUE,FALSE,1.088,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.516,2.6,ok
521,6008,20-Jan-14,Suwi,6:19:00 AM,Kondor,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.607,1.6,ok
522,6013,22-Jan-14,Idun,5:54:00 AM,Tomi,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.013,1.8,ok
523,6030,14-Feb-14,Abuk,7:50:00 AM,Inul,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.36,1,ok
524,6051,09-Mar-14,Wendy,5:31:00 AM,Wodan,TRUE,TRUE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.068,0.3,ok
525,6054,12-Mar-14,Idun,8:17:00 AM,Tomi,FALSE,FALSE,1.008,,Pongo pygmaeus wurmbii,adult flanged male,0.198,6,ok
526,6055,13-Mar-14,Abuk,9:23:00 AM,Tomi,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.357,3.8,ok
527,6057,14-Mar-14,Abuk,5:18:00 AM,Tomi,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.69,0.5,ok
528,6060,16-Mar-14,Wendy,4:44:00 AM,Tomi,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.714,1.8,ok
529,6060,16-Mar-14,Idun,5:27:00 AM,Tomi,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.527,4,ok
530,6064,17-Mar-14,Abuk,5:40:00 PM,Dayak,TRUE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.542,3.9,ok
556,6142,16-Apr-14,Suwi,5:12:00 AM,Sidony,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.267,2.5,ok
555,6139,14-Apr-14,Suwi,5:12:00 AM,Sidony,TRUE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.455,6.7,ok
554,6137,13-Apr-14,Idun,12:22:00 PM,Sidony,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.507,0.6,ok
553,6129,11-Apr-14,Suwi,4:59:00 AM,Juni,TRUE,FALSE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.071,2.1,ok
552,6125,10-Apr-14,Tono,4:59:00 AM,Henk,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.19,1.1,ok
551,6124,09-Apr-14,Wendy,5:11:00 AM,Henk,TRUE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.968,4,ok
550,6121,08-Apr-14,Wendy,11:55:00 AM,Henk,FALSE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.12,1.3,ok
549,6121,08-Apr-14,tono,9:32:00 AM,Henk,FALSE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.585,0.5,ok
548,6119,07-Apr-14,Wendy,10:48:00 AM,Henk,FALSE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.156,1.7,ok
547,6117,07-Apr-14,Idun,5:26:00 AM,Gismo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.539,1.1,ok
546,6116,06-Apr-14,Suwi,8:01:00 AM,Gismo,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.047,1.2,ok
545,6111,05-Apr-14,Abuk,5:20:00 AM,Mawas,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),0.499,0.2,ok
544,6108,04-Apr-14,Suwi,5:18:00 AM,Mindy,TRUE,FALSE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.032,2.4,ok
543,6106,03-Apr-14,Abuk,5:29:00 AM,Mindy,TRUE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.169,0.8,ok
542,6102,01-Apr-14,Idun,5:11:00 AM,Mindy,TRUE,FALSE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.086,2.5,ok
541,6098,31-Mar-14,Idun,5:08:00 AM,Tarzan,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.552,0.4,ok
540,6099,31-Mar-14,Abuk,5:20:00 AM,Mindy,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.939,1.1,ok
539,6094,30-Mar-14,Idun,5:05:00 AM,Tarzan,TRUE,FALSE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.092,0.4,ok
538,6096,30-Mar-14,Suwi,5:20:00 AM,Mawas,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.344,1.5,ok
537,6095,30-Mar-14,Suwi,5:30:00 AM,Mindy,TRUE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.481,3.8,ok
536,6091,29-Mar-14,Rahmadt,5:01:00 AM,Tarzan,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.266,3.1,ok
535,6092,29-Mar-14,Abuk,9:36:00 AM,Mindy,FALSE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.749,3.6,ok
534,6089,28-Mar-14,Suwi,5:20:00 AM,Tarzan,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.483,2.4,ok
533,6088,27-Mar-14,Abuk,7:30:00 AM,Tarzan,TRUE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.214,2.5,ok
532,6075,24-Mar-14,Idun,5:18:00 AM,Milo,TRUE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.161,2.6,ok
531,6076,24-Mar-14,Abuk,5:04:00 AM,Kerry,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.56,0.1,ok
630,6333,27-Jun-14,Abuk,12:03:00 PM,Mindy,FALSE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.253,1.4,ok
629,6330,26-Jun-14,Abuk,5:34:00 AM,Mindy,TRUE,FALSE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.09,6,ok
628,6325,23-Jun-14,Rahmatd,5:57:00 AM,Dayak,TRUE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.454,1,ok
627,6327,25-Jun-14,Abuk,5:40:00 AM,Dayak,TRUE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.045,1.7,ok
626,6322,18-Jun-14,Rahmatd,5:24:00 AM,Milo,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.543,1.9,ok
625,6321,18-Jun-14,Idun,,Henk,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.899,1.5,ok
624,6317,16-Jun-14,Idun,4:30:00 AM,Otto,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.353,1.1,ok
623,6315,16-Jun-14,Abuk,5:20:00 AM,Juni,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.419,1.6,ok
622,6314,16-Jun-14,Suwi,5:15:00 AM,Milo,TRUE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.366,1.7,ok
621,6310,15-Jun-14,Tono,5:35:00 AM,Milo,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.651,0.2,ok
620,6312,15-Jun-14,Idun,5:35:00 AM,Jip,TRUE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.03,13.3,ok
619,6313,15-Jun-14,Abuk,2:52:00 PM,Otto,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.885,0.9,ok
618,6307,14-Jun-14,Rahmatd,5:19:00 AM,Milo,TRUE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,
617,6305,13-Jun-14,Abuk,6:02:00 AM,Milo,TRUE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,
617.5,6306,13-Jun-14,Yann,11:36:00 AM,Otto,FALSE,FALSE,,,Pongo pygmaeus wurmbii,adult flanged male,,,
616,6303,12-Jun-14,Wilhelm,5:33:00 AM,Milo,TRUE,TRUE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,
615,6304,12-Jun-14,Idun,6:52:00 AM,Bobo,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
614,6302,11-Jun-14,Tono,8:20:00 AM,Bobo,FALSE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
613,6296,03-Jun-14,Idun,5:23:00 AM,Juni,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
612,6290,01-Jun-14,Idun,5:36:00 AM,Gismo,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
611,6289,31-May-14,Wilhelm,5:11:00 AM,Gismo,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
610,6287,30-May-14,Wilhelm,3:30:00 PM,Gismo,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
609,6286,30-May-14,Abuk,5:13:00 AM,Henk,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
608,6285,28-May-14,Idun,11:00:00 AM,Henk,FALSE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
607,6284,28-May-14,Yann,4:42:00 AM,Otto,TRUE,TRUE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
502,5891,14-Nov-13,Paige,5:16:00 AM,Helium,TRUE,TRUE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.02,0.5,ok
503,,18-Nov-13,Abuk,8:04:00 AM,Unknown unflanged male,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,0.145,0.5,ok
504,5914,30-Nov-13,Abuk,7:08:00 AM,Unknown flanged male,FALSE,TRUE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.625,0.2,ok
505,5923,05-Dec-13,Idun,5:09:00 AM,Juni,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.155,2.2,ok
506,5936,15-Dec-13,Abuk,5:02:00 AM,Juni,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.23,2.4,ok
507,,16-Dec-13,Idun,4:51:00 AM,Mawas,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.205,2.5,ok
508,5942,17-Dec-13,Idun,5:10:00 AM,Mindy,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.498,1.6,ok
509,,19-Dec-13,Idun,5:13:00 AM,Mawas,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),0.405,2,ok
510,5949,23-Dec-13,Idun,6:01:00 AM,Teju,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.848,0.9,ok
511,5955,25-Dec-13,Idun,7:50:00 AM,Milo,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.371,1.9,ok
512,5955,25-Dec-13,Anna,6:59:00 AM,Milo,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.068,13.4,ok
513,5958,26-Dec-13,Idun,5:42:00 AM,Teju,TRUE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.68,1.1,ok
514,5959,26-Dec-13,Anna,11:31:00 AM,Milo,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.236,2.2,ok
515,5962,27-Dec-13,Abuk,4:56:00 AM,Milo,TRUE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,0.292,3.3,ok
516,5972,02-Jan-14,Idun,6:40:00 AM,Dayak,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.033,3.4,ok
401,5577,30-Jun-13,Idun and Tim,5:32:00 AM,Jinak,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.4011,1.8498612,ok
402,5584,01-Jul-13,Idun,5:27:00 AM,Wodan,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.049691358,5.405697239,ok
403,5584,01-Jul-13,Idun,6:35:00 AM,Wodan,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.4908,5.0332853,ok
404,5582,01-Jul-13,Abuk,5:14:00 AM,Mindy,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.207,5.4,ok
405,,02-Jul-13,Idun,5:25:00 AM,MindyMawas,TRUE,FALSE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.501,1.1,ok
406,5589,04-Jul-13,Erin and Idun,5:51:00 AM,Jinak,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.572,2.4,ok
407,5597,05-Jul-13,Tono,1:36:00 PM,Niko,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
408,5598,05-Jul-13,Wendy and Kumpo,6:59:00 AM,Bobo,FALSE,FALSE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.2875,3.3460677,ok
409,5598,05-Jul-13,Kumpo,9:00:00 AM,Bobo,FALSE,FALSE,1.050,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
410,5598,05-Jul-13,Kumpo,10:45:00 AM,Bobo,FALSE,FALSE,1.053,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
411,5600,06-Jul-13,Abuk,5:02:00 AM,Kondor,TRUE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.616,0.9,ok
412,5603,07-Jul-13,Idun,5:21:00 AM,Teju,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
413,5611,09-Jul-13,Idun,5:58:00 AM,Chaz,FALSE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
414,5611,09-Jul-13,Idun and Wendy,7:02:00 AM,Chaz,FALSE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
415,5614,10-Jul-13,Idun and Wendy,6:15:00 AM,Chaz,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
416,5617,11-Jul-13,Abuk,9:02:00 AM,Chaz,FALSE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
417,5620,12-Jul-13,Abuk,5:45:00 AM,Chaz,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
557,6144,16-Apr-14,Idun,10:56:00 AM,Helium,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.338,,ok
558,6147,17-Apr-14,Abuk,5:26:00 AM,Helium,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.001,6.9,ok
559,6145,17-Apr-14,Idun,5:25:00 AM,Sidony,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.633,2.2,ok
560,6150,18-Apr-14,Tono,4:51:00 AM,Helium,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.256,3.6,ok
561,6148,18-Apr-14,Abuk,5:07:00 AM,Sidony,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.467,1,ok
562,6153,19-Apr-14,Abuk,7:29:00 AM,Helium,FALSE,FALSE,1.048,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.142,6.8,ok
563,6156,20-Apr-14,Rahmadt,5:25:00 AM,Helium,TRUE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.104,2.6,ok
564,6156,20-Apr-14,Wendy,7:54:00 AM,Helium,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.871,0.5,ok
565,6157,20-Apr-14,Abuk,7:06:00 AM,Kondor,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.324,3.2,ok
566,6161,21-Apr-14,Idun,5:15:00 AM,Kondor,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.723,2.7,ok
567,6159,21-Apr-14,Suwi,9:59:00 AM,Sidony,FALSE,TRUE,1.004,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,-0.028,3.5,ok
568,6167,24-Apr-14,Abuk,5:33:00 AM,Jinak,TRUE,FALSE,1.049,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.305,2.5,ok
569,6182,30-Apr-14,Idun,6:06:00 AM,Helium,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.327,2.1,ok
570,6185,01-May-14,Abuk,5:12:00 AM,Helium,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.144,1.7,ok
571,6183,01-May-14,Idun,5:25:00 AM,Jinak,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.892,1.5,ok
572,6188,02-May-14,Tono,5:10:00 AM,Helium,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.794,2.7,ok
574,6197,08-May-14,Idun,5:18:00 AM,Juni,TRUE,TRUE,1.035,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.589,0.8,ok
575,6200,09-May-14,Idun,5:13:00 AM,Kondor,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.32,1.7,ok
576,6203,09-May-14,Abuk,5:40:00 AM,Jip,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.448,3.1,ok
577,6208,10-May-14,Suwi,5:06:00 AM,Inul,TRUE,TRUE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.553,3.9,ok
578,6210,11-May-14,Suwi,5:20:00 AM,Juni,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.674,4.7,ok
579,6218,12-May-14,Idun,5:12:00 AM,Inul,TRUE,FALSE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.858,3.8,ok
580,6224,13-May-14,Idun,5:11:00 AM,Niko,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.304,1.6,ok
581,6227,14-May-14,Anna,4:58:00 AM,Inul,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.567,1.4,ok
582,6227,14-May-14,Anna,12:40:00 PM,Inul,FALSE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.562,4,ok
583,6229,15-May-14,Tono,5:23:00 AM,Juni,TRUE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.395,4.4,ok
484,5802,30-Sep-13,Paige,4:34:00 AM,Jip,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.3666,4.1148,ok
585,6235,16-May-14,Anna,10:49:00 AM,Inul,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.347,5.6,ok
586,6237,17-May-14,Abuk,10:18:00 AM,Inul,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.327,3.2,ok
587,6241,19-May-14,Yann,2:06:00 PM,Dayak,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.317,2.5,ok
588,6245,20-May-14,Idun,5:39:00 AM,Dayak,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.549,1.2,ok
589,6248,20-May-14,Yann,8:30:00 AM,Katmandun,FALSE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
590,6249,21-May-14,Wendy,4:50:00 AM,Dayak,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.54,1.1,ok
591,6253,22-May-14,Idun,5:10:00 AM,Dayak,TRUE,FALSE,1.029,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.669,1.7,ok
592,6257,22-May-14,Idun,7:50:00 AM,Henk,FALSE,FALSE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.602,2.3,ok
593,6254,22-May-14,Abuk,12:22:00 PM,Desy,FALSE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.821,2.7,ok
594,6262,23-May-14,Abuk,10:36:00 AM,Niko,FALSE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.242,6,ok
